date_id,day_of_week,month_name,year
D1158,Friday,5,2012
D1159,Monday,5,2012
D1160,Saturday,5,2012
D1161,Sunday,5,2012
D1162,Thursday,5,2012
D1163,Tuesday,5,2012
D1164,Wednesday,5,2012
D1165,Friday,4,2012
D1166,Monday,4,2012
D1167,Saturday,4,2012
D1168,Sunday,4,2012
D1169,Thursday,4,2012
D1170,Tuesday,4,2012
D1171,Wednesday,4,2012
D1172,Friday,3,2012
D1173,Monday,3,2012
D1174,Saturday,3,2012
D1175,Sunday,3,2012
D1176,Thursday,3,2012
D1177,Tuesday,3,2012
D1178,Wednesday,3,2012
D1179,Friday,2,2012
D1180,Monday,2,2012
D1181,Saturday,2,2012
D1182,Sunday,2,2012
D1183,Thursday,2,2012
D1184,Tuesday,2,2012
D1185,Wednesday,2,2012
D1186,Friday,1,2012
D1187,Monday,1,2012
D1188,Saturday,1,2012
D1189,Sunday,1,2012
D1190,Thursday,1,2012
D1191,Tuesday,1,2012
D1192,Wednesday,1,2012
D1193,Friday,12,2011
D1194,Monday,12,2011
D1195,Saturday,12,2011
D1196,Sunday,12,2011
D1197,Thursday,12,2011
D1198,Tuesday,12,2011
D1199,Wednesday,12,2011
D1200,Friday,11,2011
D1201,Monday,11,2011
D1202,Saturday,11,2011
D1203,Sunday,11,2011
D1204,Thursday,11,2011
D1205,Tuesday,11,2011
D1206,Wednesday,11,2011
D1207,Friday,10,2011
D1208,Monday,10,2011
D1209,Saturday,10,2011
D1210,Sunday,10,2011
D1211,Thursday,10,2011
D1212,Tuesday,10,2011
D1213,Wednesday,10,2011
D1214,Friday,9,2011
D1215,Monday,9,2011
D1216,Saturday,9,2011
D1217,Sunday,9,2011
D1218,Thursday,9,2011
D1219,Tuesday,9,2011
D1220,Wednesday,9,2011
D1221,Friday,8,2011
D1222,Monday,8,2011
D1223,Saturday,8,2011
D1224,Sunday,8,2011
D1225,Thursday,8,2011
D1226,Tuesday,8,2011
D1227,Wednesday,8,2011
D1228,Friday,7,2011
D1229,Monday,7,2011
D1230,Saturday,7,2011
D1231,Sunday,7,2011
D1232,Thursday,7,2011
D1233,Tuesday,7,2011
D1234,Wednesday,7,2011
D1235,Friday,6,2011
D1236,Monday,6,2011
D1237,Saturday,6,2011
D1238,Sunday,6,2011
D1239,Thursday,6,2011
D1240,Tuesday,6,2011
D1241,Wednesday,6,2011
D1242,Friday,5,2011
D1243,Monday,5,2011
D1244,Saturday,5,2011
D1245,Sunday,5,2011
D1246,Thursday,5,2011
D1247,Tuesday,5,2011
D1248,Wednesday,5,2011
D1249,Friday,4,2011
D1250,Monday,4,2011
D1251,Saturday,4,2011
D1252,Sunday,4,2011
D1253,Thursday,4,2011
D1254,Tuesday,4,2011
D1255,Wednesday,4,2011
D1256,Friday,3,2011
D1257,Monday,3,2011
D1258,Saturday,3,2011
D1259,Sunday,3,2011
D1260,Thursday,3,2011
D1261,Tuesday,3,2011
D1262,Wednesday,3,2011
D1263,Friday,2,2011
D1264,Monday,2,2011
D1265,Saturday,2,2011
D1266,Sunday,2,2011
D1267,Thursday,2,2011
D1268,Tuesday,2,2011
D1269,Wednesday,2,2011
D1270,Friday,1,2011
D1271,Monday,1,2011
D1272,Saturday,1,2011
D1273,Sunday,1,2011
D1274,Thursday,1,2011
D1275,Tuesday,1,2011
D1276,Wednesday,1,2011
D1277,Friday,12,2010
D1278,Monday,12,2010
D1279,Saturday,12,2010
D1280,Sunday,12,2010
D1281,Thursday,12,2010
D1282,Tuesday,12,2010
D1283,Wednesday,12,2010
D1284,Friday,11,2010
D1285,Monday,11,2010
D1286,Saturday,11,2010
D1287,Sunday,11,2010
D1288,Thursday,11,2010
D1289,Tuesday,11,2010
D1290,Wednesday,11,2010
D1291,Friday,10,2010
D1292,Monday,10,2010
D1293,Saturday,10,2010
D1294,Sunday,10,2010
D1295,Thursday,10,2010
D1296,Tuesday,10,2010
D1297,Wednesday,10,2010
D1298,Friday,9,2010
D1299,Monday,9,2010
D1300,Saturday,9,2010
D1301,Sunday,9,2010
D1302,Thursday,9,2010
D1303,Tuesday,9,2010
D1304,Wednesday,9,2010
D1305,Friday,8,2010
D1306,Monday,8,2010
D1307,Saturday,8,2010
D1308,Sunday,8,2010
D1309,Thursday,8,2010
D1310,Tuesday,8,2010
D1311,Wednesday,8,2010
D1312,Friday,7,2010
D1313,Monday,7,2010
D1314,Saturday,7,2010
D1315,Sunday,7,2010
D1316,Thursday,7,2010
D1317,Tuesday,7,2010
D1318,Wednesday,7,2010
D1319,Friday,6,2010
D1320,Monday,6,2010
D1321,Saturday,6,2010
D1322,Sunday,6,2010
D1323,Thursday,6,2010
D1324,Tuesday,6,2010
D1325,Wednesday,6,2010
D1326,Friday,5,2010
D1327,Monday,5,2010
D1328,Saturday,5,2010
D1329,Sunday,5,2010
D1330,Thursday,5,2010
D1331,Tuesday,5,2010
D1332,Wednesday,5,2010
D1333,Friday,4,2010
D1334,Monday,4,2010
D1335,Saturday,4,2010
D1336,Sunday,4,2010
D1337,Thursday,4,2010
D1338,Tuesday,4,2010
D1339,Wednesday,4,2010
D1340,Friday,3,2010
D1341,Monday,3,2010
D1342,Saturday,3,2010
D1343,Sunday,3,2010
D1344,Thursday,3,2010
D1345,Tuesday,3,2010
D1346,Wednesday,3,2010
D1347,Friday,2,2010
D1348,Monday,2,2010
D1349,Saturday,2,2010
D1350,Sunday,2,2010
D1351,Thursday,2,2010
D1352,Tuesday,2,2010
D1353,Wednesday,2,2010
D1354,Friday,1,2010
D1355,Monday,1,2010
D1356,Saturday,1,2010
D1357,Sunday,1,2010
D1358,Thursday,1,2010
D1359,Tuesday,1,2010
D1360,Wednesday,1,2010
D1361,Friday,12,2009
D1362,Monday,12,2009
D1363,Saturday,12,2009
D1364,Sunday,12,2009
D1365,Thursday,12,2009
D1366,Tuesday,12,2009
D1367,Wednesday,12,2009
D1368,Friday,11,2009
D1369,Monday,11,2009
D1370,Saturday,11,2009
D1371,Sunday,11,2009
D1372,Thursday,11,2009
D1373,Tuesday,11,2009
D1374,Wednesday,11,2009
D1375,Friday,10,2009
D1376,Monday,10,2009
D1377,Saturday,10,2009
D1378,Sunday,10,2009
D1379,Thursday,10,2009
D1380,Tuesday,10,2009
D1381,Wednesday,10,2009
D1382,Friday,9,2009
D1383,Monday,9,2009
D1384,Saturday,9,2009
D1385,Sunday,9,2009
D1386,Thursday,9,2009
D1387,Tuesday,9,2009
D1388,Wednesday,9,2009
D1389,Friday,8,2009
D1390,Monday,8,2009
D1391,Saturday,8,2009
D1392,Sunday,8,2009
D1393,Thursday,8,2009
D1394,Tuesday,8,2009
D1395,Wednesday,8,2009
D1396,Friday,7,2009
D1397,Monday,7,2009
D1398,Saturday,7,2009
D1399,Sunday,7,2009
D1400,Thursday,7,2009
D1401,Tuesday,7,2009
D1402,Wednesday,7,2009
D1403,Friday,6,2009
D1404,Monday,6,2009
D1405,Saturday,6,2009
D1406,Sunday,6,2009
D1407,Thursday,6,2009
D1408,Tuesday,6,2009
D1409,Wednesday,6,2009
D1410,Friday,5,2009
D1411,Monday,5,2009
D1412,Saturday,5,2009
D1413,Sunday,5,2009
D1414,Thursday,5,2009
D1415,Tuesday,5,2009
D1416,Wednesday,5,2009
D1417,Friday,4,2009
D1418,Monday,4,2009
D1419,Saturday,4,2009
D1420,Sunday,4,2009
D1421,Thursday,4,2009
D1422,Tuesday,4,2009
D1423,Wednesday,4,2009
D1424,Friday,3,2009
D1425,Monday,3,2009
D1426,Saturday,3,2009
D1427,Sunday,3,2009
D1428,Thursday,3,2009
D1429,Tuesday,3,2009
D1430,Wednesday,3,2009
D1431,Friday,2,2009
D1432,Monday,2,2009
D1433,Saturday,2,2009
D1434,Sunday,2,2009
D1435,Thursday,2,2009
D1436,Tuesday,2,2009
D1437,Wednesday,2,2009
D1438,Friday,1,2009
D1439,Monday,1,2009
D1440,Saturday,1,2009
D1441,Sunday,1,2009
D1442,Thursday,1,2009
D1443,Tuesday,1,2009
D1444,Wednesday,1,2009
D1445,Friday,12,2008
D1446,Monday,12,2008
D1447,Saturday,12,2008
D1448,Sunday,12,2008
D1449,Thursday,12,2008
D1450,Tuesday,12,2008
D1451,Wednesday,12,2008
D1452,Friday,11,2008
D1453,Monday,11,2008
D1454,Saturday,11,2008
D1455,Sunday,11,2008
D1456,Thursday,11,2008
D1457,Tuesday,11,2008
D1458,Wednesday,11,2008
D1459,Friday,10,2008
D1460,Monday,10,2008
D1461,Saturday,10,2008
D1462,Sunday,10,2008
D1463,Thursday,10,2008
D1464,Tuesday,10,2008
D1465,Wednesday,10,2008
D1466,Friday,9,2008
D1467,Monday,9,2008
D1468,Saturday,9,2008
D1469,Sunday,9,2008
D1470,Thursday,9,2008
D1471,Tuesday,9,2008
D1472,Wednesday,9,2008
D1473,Friday,8,2008
D1474,Monday,8,2008
D1475,Saturday,8,2008
D1476,Sunday,8,2008
D1477,Thursday,8,2008
D1478,Tuesday,8,2008
D1479,Wednesday,8,2008
D1480,Friday,7,2008
D1481,Monday,7,2008
D1482,Saturday,7,2008
D1483,Sunday,7,2008
D1484,Thursday,7,2008
D1485,Tuesday,7,2008
D1486,Wednesday,7,2008
D1487,Friday,6,2008
D1488,Monday,6,2008
D1489,Saturday,6,2008
D1490,Sunday,6,2008
D1491,Thursday,6,2008
D1492,Tuesday,6,2008
D1493,Wednesday,6,2008
D1494,Friday,5,2008
D1495,Monday,5,2008
D1496,Saturday,5,2008
D1497,Sunday,5,2008
D1498,Thursday,5,2008
D1499,Tuesday,5,2008
D1500,Wednesday,5,2008
D1501,Friday,4,2008
D1502,Monday,4,2008
D1503,Saturday,4,2008
D1504,Sunday,4,2008
D1505,Thursday,4,2008
D1506,Tuesday,4,2008
D1507,Wednesday,4,2008
D1508,Friday,3,2008
D1509,Monday,3,2008
D1510,Saturday,3,2008
D1511,Sunday,3,2008
D1512,Thursday,3,2008
D1513,Tuesday,3,2008
D1514,Wednesday,3,2008
D1515,Friday,2,2008
D1516,Monday,2,2008
D1517,Saturday,2,2008
D1518,Sunday,2,2008
D1519,Thursday,2,2008
D1520,Tuesday,2,2008
D1521,Wednesday,2,2008
D1522,Friday,1,2008
D1523,Monday,1,2008
D1524,Saturday,1,2008
D1525,Sunday,1,2008
D1526,Thursday,1,2008
D1527,Tuesday,1,2008
D1528,Wednesday,1,2008
D1529,Friday,12,2007
D1530,Monday,12,2007
D1531,Saturday,12,2007
D1532,Sunday,12,2007
D1533,Thursday,12,2007
D1534,Tuesday,12,2007
D1535,Wednesday,12,2007
D1536,Friday,11,2007
D1537,Monday,11,2007
D1538,Saturday,11,2007
D1539,Sunday,11,2007
D1540,Thursday,11,2007
D1541,Tuesday,11,2007
D1542,Wednesday,11,2007
D1543,Friday,10,2007
D1544,Monday,10,2007
D1545,Saturday,10,2007
D1546,Sunday,10,2007
D1547,Thursday,10,2007
D1548,Tuesday,10,2007
D1549,Wednesday,10,2007
D1550,Friday,9,2007
D1551,Monday,9,2007
D1552,Saturday,9,2007
D1553,Sunday,9,2007
D1554,Thursday,9,2007
D1555,Tuesday,9,2007
D1556,Wednesday,9,2007
D1557,Friday,8,2007
D1558,Monday,8,2007
D1559,Saturday,8,2007
D1560,Sunday,8,2007
D1561,Thursday,8,2007
D1562,Tuesday,8,2007
D1563,Wednesday,8,2007
D1564,Friday,7,2007
D1565,Monday,7,2007
D1566,Saturday,7,2007
D1567,Sunday,7,2007
D1568,Thursday,7,2007
D1569,Tuesday,7,2007
D1570,Wednesday,7,2007
D1571,Friday,6,2007
D1572,Monday,6,2007
D1573,Saturday,6,2007
D1574,Sunday,6,2007
D1575,Thursday,6,2007
D1576,Tuesday,6,2007
D1577,Wednesday,6,2007
D1578,Friday,5,2007
D1579,Monday,5,2007
D1580,Saturday,5,2007
D1581,Sunday,5,2007
D1582,Thursday,5,2007
D1583,Tuesday,5,2007
D1584,Wednesday,5,2007
D1585,Friday,4,2007
D1586,Monday,4,2007
D1587,Saturday,4,2007
D1588,Sunday,4,2007
D1589,Thursday,4,2007
D1590,Tuesday,4,2007
D1591,Wednesday,4,2007
D1592,Friday,3,2007
D1593,Monday,3,2007
D1594,Saturday,3,2007
D1595,Sunday,3,2007
D1596,Thursday,3,2007
D1597,Tuesday,3,2007
D1598,Wednesday,3,2007
D1599,Friday,2,2007
D1600,Monday,2,2007
D1601,Saturday,2,2007
D1602,Sunday,2,2007
D1603,Thursday,2,2007
D1604,Tuesday,2,2007
D1605,Wednesday,2,2007
D1606,Friday,1,2007
D1607,Monday,1,2007
D1608,Saturday,1,2007
D1609,Sunday,1,2007
D1610,Thursday,1,2007
D1611,Tuesday,1,2007
D1612,Wednesday,1,2007
D1613,Friday,12,2006
D1614,Monday,12,2006
D1615,Saturday,12,2006
D1616,Sunday,12,2006
D1617,Thursday,12,2006
D1618,Tuesday,12,2006
D1619,Wednesday,12,2006
D1620,Friday,11,2006
D1621,Monday,11,2006
D1622,Saturday,11,2006
D1623,Sunday,11,2006
D1624,Thursday,11,2006
D1625,Tuesday,11,2006
D1626,Wednesday,11,2006
D1627,Friday,10,2006
D1628,Monday,10,2006
D1629,Saturday,10,2006
D1630,Sunday,10,2006
D1631,Thursday,10,2006
D1632,Tuesday,10,2006
D1633,Wednesday,10,2006
D1634,Friday,9,2006
D1635,Monday,9,2006
D1636,Saturday,9,2006
D1637,Sunday,9,2006
D1638,Thursday,9,2006
D1639,Tuesday,9,2006
D1640,Wednesday,9,2006
D1641,Friday,8,2006
D1642,Monday,8,2006
D1643,Saturday,8,2006
D1644,Sunday,8,2006
D1645,Thursday,8,2006
D1646,Tuesday,8,2006
D1647,Wednesday,8,2006
D1648,Friday,7,2006
D1649,Monday,7,2006
D1650,Saturday,7,2006
D1651,Sunday,7,2006
D1652,Thursday,7,2006
D1653,Tuesday,7,2006
D1654,Wednesday,7,2006
D1655,Friday,6,2006
D1656,Monday,6,2006
D1657,Saturday,6,2006
D1658,Sunday,6,2006
D1659,Thursday,6,2006
D1660,Tuesday,6,2006
D1661,Wednesday,6,2006
D1662,Friday,5,2006
D1663,Monday,5,2006
D1664,Saturday,5,2006
D1665,Sunday,5,2006
D1666,Thursday,5,2006
D1667,Tuesday,5,2006
D1668,Wednesday,5,2006
D1669,Friday,4,2006
D1670,Monday,4,2006
D1671,Saturday,4,2006
D1672,Sunday,4,2006
D1673,Thursday,4,2006
D1674,Tuesday,4,2006
D1675,Wednesday,4,2006
D1676,Friday,3,2006
D1677,Monday,3,2006
D1678,Saturday,3,2006
D1679,Sunday,3,2006
D1680,Thursday,3,2006
D1681,Tuesday,3,2006
D1682,Wednesday,3,2006
D1683,Friday,2,2006
D1684,Monday,2,2006
D1685,Saturday,2,2006
D1686,Sunday,2,2006
D1687,Thursday,2,2006
D1688,Tuesday,2,2006
D1689,Wednesday,2,2006
D1690,Friday,1,2006
D1691,Monday,1,2006
D1692,Saturday,1,2006
D1693,Sunday,1,2006
D1694,Thursday,1,2006
D1695,Tuesday,1,2006
D1696,Wednesday,1,2006
D1697,Friday,12,2005
D1698,Monday,12,2005
D1699,Saturday,12,2005
D1700,Sunday,12,2005
D1701,Thursday,12,2005
D1702,Tuesday,12,2005
D1703,Wednesday,12,2005
D1704,Friday,11,2005
D1705,Monday,11,2005
D1706,Saturday,11,2005
D1707,Sunday,11,2005
D1708,Thursday,11,2005
D1709,Tuesday,11,2005
D1710,Wednesday,11,2005
D1711,Friday,10,2005
D1712,Monday,10,2005
D1713,Saturday,10,2005
D1714,Sunday,10,2005
D1715,Thursday,10,2005
D1716,Tuesday,10,2005
D1717,Wednesday,10,2005
D1718,Friday,9,2005
D1719,Monday,9,2005
D1720,Saturday,9,2005
D1721,Sunday,9,2005
D1722,Thursday,9,2005
D1723,Tuesday,9,2005
D1724,Wednesday,9,2005
D1725,Friday,8,2005
D1726,Monday,8,2005
D1727,Saturday,8,2005
D1728,Sunday,8,2005
D1729,Thursday,8,2005
D1730,Tuesday,8,2005
D1731,Wednesday,8,2005
D1732,Friday,7,2005
D1733,Monday,7,2005
D1734,Saturday,7,2005
D1735,Sunday,7,2005
D1736,Thursday,7,2005
D1737,Tuesday,7,2005
D1738,Wednesday,7,2005
D1739,Friday,6,2005
D1740,Monday,6,2005
D1741,Saturday,6,2005
D1742,Sunday,6,2005
D1743,Thursday,6,2005
D1744,Tuesday,6,2005
D1745,Wednesday,6,2005
D1746,Friday,5,2005
D1747,Monday,5,2005
D1748,Saturday,5,2005
D1749,Sunday,5,2005
D1750,Thursday,5,2005
D1751,Tuesday,5,2005
D1752,Wednesday,5,2005
D1753,Friday,4,2005
D1754,Monday,4,2005
D1755,Saturday,4,2005
D1756,Sunday,4,2005
D1757,Thursday,4,2005
D1758,Tuesday,4,2005
D1759,Wednesday,4,2005
D1760,Friday,3,2005
D1761,Monday,3,2005
D1762,Saturday,3,2005
D1763,Sunday,3,2005
D1764,Thursday,3,2005
D1765,Tuesday,3,2005
D1766,Wednesday,3,2005
D1767,Friday,2,2005
D1768,Monday,2,2005
D1769,Saturday,2,2005
D1770,Sunday,2,2005
D1771,Thursday,2,2005
D1772,Tuesday,2,2005
D1773,Wednesday,2,2005
D1774,Friday,1,2005
D1775,Monday,1,2005
D1776,Saturday,1,2005
D1777,Sunday,1,2005
D1778,Thursday,1,2005
D1779,Tuesday,1,2005
D1780,Wednesday,1,2005
D1781,Friday,12,2004
D1782,Monday,12,2004
D1783,Saturday,12,2004
D1784,Sunday,12,2004
D1785,Thursday,12,2004
D1786,Tuesday,12,2004
D1787,Wednesday,12,2004
D1788,Friday,11,2004
D1789,Monday,11,2004
D1790,Saturday,11,2004
D1791,Sunday,11,2004
D1792,Thursday,11,2004
D1793,Tuesday,11,2004
D1794,Wednesday,11,2004
D1795,Friday,10,2004
D1796,Monday,10,2004
D1797,Saturday,10,2004
D1798,Sunday,10,2004
D1799,Thursday,10,2004
D1800,Tuesday,10,2004
D1801,Wednesday,10,2004
D1802,Friday,9,2004
D1803,Monday,9,2004
D1804,Saturday,9,2004
D1805,Sunday,9,2004
D1806,Thursday,9,2004
D1807,Tuesday,9,2004
D1808,Wednesday,9,2004
D1809,Friday,8,2004
D1810,Monday,8,2004
D1811,Saturday,8,2004
D1812,Sunday,8,2004
D1813,Thursday,8,2004
D1814,Tuesday,8,2004
D1815,Wednesday,8,2004
D1816,Friday,7,2004
D1817,Monday,7,2004
D1818,Saturday,7,2004
D1819,Sunday,7,2004
D1820,Thursday,7,2004
D1821,Tuesday,7,2004
D1822,Wednesday,7,2004
D1823,Friday,6,2004
D1824,Monday,6,2004
D1825,Saturday,6,2004
D1826,Sunday,6,2004
D1827,Thursday,6,2004
D1828,Tuesday,6,2004
D1829,Wednesday,6,2004
D1830,Friday,5,2004
D1831,Monday,5,2004
D1832,Saturday,5,2004
D1833,Sunday,5,2004
D1834,Thursday,5,2004
D1835,Tuesday,5,2004
D1836,Wednesday,5,2004
D1837,Friday,4,2004
D1838,Monday,4,2004
D1839,Saturday,4,2004
D1840,Sunday,4,2004
D1841,Thursday,4,2004
D1842,Tuesday,4,2004
D1843,Wednesday,4,2004
D1844,Friday,3,2004
D1845,Monday,3,2004
D1846,Saturday,3,2004
D1847,Sunday,3,2004
D1848,Thursday,3,2004
D1849,Tuesday,3,2004
D1850,Wednesday,3,2004
D1851,Friday,2,2004
D1852,Monday,2,2004
D1853,Saturday,2,2004
D1854,Sunday,2,2004
D1855,Thursday,2,2004
D1856,Tuesday,2,2004
D1857,Wednesday,2,2004
D1858,Friday,1,2004
D1859,Monday,1,2004
D1860,Saturday,1,2004
D1861,Sunday,1,2004
D1862,Thursday,1,2004
D1863,Tuesday,1,2004
D1864,Wednesday,1,2004
D1865,Friday,12,2003
D1866,Monday,12,2003
D1867,Saturday,12,2003
D1868,Sunday,12,2003
D1869,Thursday,12,2003
D1870,Tuesday,12,2003
D1871,Wednesday,12,2003
D1872,Friday,11,2003
D1873,Monday,11,2003
D1874,Saturday,11,2003
D1875,Sunday,11,2003
D1876,Thursday,11,2003
D1877,Tuesday,11,2003
D1878,Wednesday,11,2003
D1879,Friday,10,2003
D1880,Monday,10,2003
D1881,Saturday,10,2003
D1882,Sunday,10,2003
D1883,Thursday,10,2003
D1884,Tuesday,10,2003
D1885,Wednesday,10,2003
D1886,Friday,9,2003
D1887,Monday,9,2003
D1888,Saturday,9,2003
D1889,Sunday,9,2003
D1890,Thursday,9,2003
D1891,Tuesday,9,2003
D1892,Wednesday,9,2003
D1893,Friday,8,2003
D1894,Monday,8,2003
D1895,Saturday,8,2003
D1896,Sunday,8,2003
D1897,Thursday,8,2003
D1898,Tuesday,8,2003
D1899,Wednesday,8,2003
D1900,Friday,7,2003
D1901,Monday,7,2003
D1902,Saturday,7,2003
D1903,Sunday,7,2003
D1904,Thursday,7,2003
D1905,Tuesday,7,2003
D1906,Wednesday,7,2003
D1907,Friday,6,2003
D1908,Monday,6,2003
D1909,Saturday,6,2003
D1910,Sunday,6,2003
D1911,Thursday,6,2003
D1912,Tuesday,6,2003
D1913,Wednesday,6,2003
D1914,Friday,5,2003
D1915,Monday,5,2003
D1916,Saturday,5,2003
D1917,Sunday,5,2003
D1918,Thursday,5,2003
D1919,Tuesday,5,2003
D1920,Wednesday,5,2003
D1921,Friday,4,2003
D1922,Monday,4,2003
D1923,Saturday,4,2003
D1924,Sunday,4,2003
D1925,Thursday,4,2003
D1926,Tuesday,4,2003
D1927,Wednesday,4,2003
D1928,Friday,3,2003
D1929,Monday,3,2003
D1930,Saturday,3,2003
D1931,Sunday,3,2003
D1932,Thursday,3,2003
D1933,Tuesday,3,2003
D1934,Wednesday,3,2003
D1935,Friday,2,2003
D1936,Monday,2,2003
D1937,Saturday,2,2003
D1938,Sunday,2,2003
D1939,Thursday,2,2003
D1940,Tuesday,2,2003
D1941,Wednesday,2,2003
D1942,Friday,1,2003
D1943,Monday,1,2003
D1944,Saturday,1,2003
D1945,Sunday,1,2003
D1946,Thursday,1,2003
D1947,Tuesday,1,2003
D1948,Wednesday,1,2003
D1949,Friday,12,2002
D1950,Monday,12,2002
D1951,Saturday,12,2002
D1952,Sunday,12,2002
D1953,Thursday,12,2002
D1954,Tuesday,12,2002
D1955,Wednesday,12,2002
D1956,Friday,11,2002
D1957,Monday,11,2002
D1958,Saturday,11,2002
D1959,Sunday,11,2002
D1960,Thursday,11,2002
D1961,Tuesday,11,2002
D1962,Wednesday,11,2002
D1963,Friday,10,2002
D1964,Monday,10,2002
D1965,Saturday,10,2002
D1966,Sunday,10,2002
D1967,Thursday,10,2002
D1968,Tuesday,10,2002
D1969,Wednesday,10,2002
D1970,Friday,9,2002
D1971,Monday,9,2002
D1972,Saturday,9,2002
D1973,Sunday,9,2002
D1974,Thursday,9,2002
D1975,Tuesday,9,2002
D1976,Wednesday,9,2002
D1977,Friday,8,2002
D1978,Monday,8,2002
D1979,Saturday,8,2002
D1980,Sunday,8,2002
D1981,Thursday,8,2002
D1982,Tuesday,8,2002
D1983,Wednesday,8,2002
D1984,Friday,7,2002
D1985,Monday,7,2002
D1986,Saturday,7,2002
D1987,Sunday,7,2002
D1988,Thursday,7,2002
D1989,Tuesday,7,2002
D1990,Wednesday,7,2002
D1991,Friday,6,2002
D1992,Monday,6,2002
D1993,Saturday,6,2002
D1994,Sunday,6,2002
D1995,Thursday,6,2002
D1996,Tuesday,6,2002
D1997,Wednesday,6,2002
D1998,Friday,5,2002
D1999,Monday,5,2002
D2000,Saturday,5,2002
D2001,Sunday,5,2002
D2002,Thursday,5,2002
D2003,Tuesday,5,2002
D2004,Wednesday,5,2002
D2005,Friday,4,2002
D2006,Monday,4,2002
D2007,Saturday,4,2002
D2008,Sunday,4,2002
D2009,Thursday,4,2002
D2010,Tuesday,4,2002
D2011,Wednesday,4,2002
D2012,Friday,3,2002
D2013,Monday,3,2002
D2014,Saturday,3,2002
D2015,Sunday,3,2002
D2016,Thursday,3,2002
D2017,Tuesday,3,2002
D2018,Wednesday,3,2002
D2019,Friday,2,2002
D2020,Monday,2,2002
D2021,Saturday,2,2002
D2022,Sunday,2,2002
D2023,Thursday,2,2002
D2024,Tuesday,2,2002
D2025,Wednesday,2,2002
D2026,Friday,1,2002
D2027,Monday,1,2002
D2028,Saturday,1,2002
D2029,Sunday,1,2002
D2030,Thursday,1,2002
D2031,Tuesday,1,2002
D2032,Wednesday,1,2002
D2033,Friday,12,2001
D2034,Monday,12,2001
D2035,Saturday,12,2001
D2036,Sunday,12,2001
D2037,Thursday,12,2001
D2038,Tuesday,12,2001
D2039,Wednesday,12,2001
D2040,Friday,11,2001
D2041,Monday,11,2001
D2042,Saturday,11,2001
D2043,Sunday,11,2001
D2044,Thursday,11,2001
D2045,Tuesday,11,2001
D2046,Wednesday,11,2001
D2047,Friday,10,2001
D2048,Monday,10,2001
D2049,Saturday,10,2001
D2050,Sunday,10,2001
D2051,Thursday,10,2001
D2052,Tuesday,10,2001
D2053,Wednesday,10,2001
D2054,Friday,9,2001
D2055,Monday,9,2001
D2056,Saturday,9,2001
D2057,Sunday,9,2001
D2058,Thursday,9,2001
D2059,Tuesday,9,2001
D2060,Wednesday,9,2001
D2061,Friday,8,2001
D2062,Monday,8,2001
D2063,Saturday,8,2001
D2064,Sunday,8,2001
D2065,Thursday,8,2001
D2066,Tuesday,8,2001
D2067,Wednesday,8,2001
D2068,Friday,7,2001
D2069,Monday,7,2001
D2070,Saturday,7,2001
D2071,Sunday,7,2001
D2072,Thursday,7,2001
D2073,Tuesday,7,2001
D2074,Wednesday,7,2001
D2075,Friday,6,2001
D2076,Monday,6,2001
D2077,Saturday,6,2001
D2078,Sunday,6,2001
D2079,Thursday,6,2001
D2080,Tuesday,6,2001
D2081,Wednesday,6,2001
D2082,Friday,5,2001
D2083,Monday,5,2001
D2084,Saturday,5,2001
D2085,Sunday,5,2001
D2086,Thursday,5,2001
D2087,Tuesday,5,2001
D2088,Wednesday,5,2001
D2089,Friday,4,2001
D2090,Monday,4,2001
D2091,Saturday,4,2001
D2092,Sunday,4,2001
D2093,Thursday,4,2001
D2094,Tuesday,4,2001
D2095,Wednesday,4,2001
D2096,Friday,3,2001
D2097,Monday,3,2001
D2098,Saturday,3,2001
D2099,Sunday,3,2001
D2100,Thursday,3,2001
D2101,Tuesday,3,2001
D2102,Wednesday,3,2001
D2103,Friday,2,2001
D2104,Monday,2,2001
D2105,Saturday,2,2001
D2106,Sunday,2,2001
D2107,Thursday,2,2001
D2108,Tuesday,2,2001
D2109,Wednesday,2,2001
D2110,Friday,1,2001
D2111,Monday,1,2001
D2112,Saturday,1,2001
D2113,Sunday,1,2001
D2114,Thursday,1,2001
D2115,Tuesday,1,2001
D2116,Wednesday,1,2001
D2117,Friday,12,2000
D2118,Monday,12,2000
D2119,Saturday,12,2000
D2120,Sunday,12,2000
D2121,Thursday,12,2000
D2122,Tuesday,12,2000
D2123,Wednesday,12,2000
D2124,Friday,11,2000
D2125,Monday,11,2000
D2126,Saturday,11,2000
D2127,Sunday,11,2000
D2128,Thursday,11,2000
D2129,Tuesday,11,2000
D2130,Wednesday,11,2000
D2131,Friday,10,2000
D2132,Monday,10,2000
D2133,Saturday,10,2000
D2134,Sunday,10,2000
D2135,Thursday,10,2000
D2136,Tuesday,10,2000
D2137,Wednesday,10,2000
D2138,Friday,9,2000
D2139,Monday,9,2000
D2140,Saturday,9,2000
D2141,Sunday,9,2000
D2142,Thursday,9,2000
D2143,Tuesday,9,2000
D2144,Wednesday,9,2000
D2145,Friday,8,2000
D2146,Monday,8,2000
D2147,Saturday,8,2000
D2148,Sunday,8,2000
D2149,Thursday,8,2000
D2150,Tuesday,8,2000
D2151,Wednesday,8,2000
D2152,Friday,7,2000
D2153,Monday,7,2000
D2154,Saturday,7,2000
D2155,Sunday,7,2000
D2156,Thursday,7,2000
